iter	MultiClass	Accuracy:use_weights=true	Accuracy:use_weights=false	MultiClass:use_weights=true	MultiClass:use_weights=false
51	0.06571323949	0.977791403	0.977791403	0.06571323949	0.06571323949
52	0.06526160047	0.9777996329	0.9777996329	0.06526160047	0.06526160047
53	0.06486998494	0.9777996329	0.9777996329	0.06486998494	0.06486998494
54	0.06453700742	0.9777996329	0.9777996329	0.06453700742	0.06453700742
55	0.06425812568	0.9777996329	0.9777996329	0.06425812568	0.06425812568
56	0.06399741508	0.9777996329	0.9777996329	0.06399741508	0.06399741508
57	0.06373829331	0.9778037479	0.9778037479	0.06373829331	0.06373829331
58	0.06350229035	0.9778037479	0.9778037479	0.06350229035	0.06350229035
59	0.06322505615	0.9778037479	0.9778037479	0.06322505615	0.06322505615
60	0.06304955457	0.9778037479	0.9778037479	0.06304955457	0.06304955457
61	0.06286992106	0.9778078629	0.9778078629	0.06286992106	0.06286992106
62	0.06270276494	0.9778078629	0.9778078629	0.06270276494	0.06270276494
63	0.06253926088	0.9778078629	0.9778078629	0.06253926088	0.06253926088
64	0.0623258612	0.9778078629	0.9778078629	0.0623258612	0.0623258612
65	0.06218585266	0.9778078629	0.9778078629	0.06218585266	0.06218585266
66	0.06198847408	0.9778119779	0.9778119779	0.06198847408	0.06198847408
67	0.06189518638	0.9778119779	0.9778119779	0.06189518638	0.06189518638
68	0.06171381253	0.9778119779	0.9778119779	0.06171381253	0.06171381253
69	0.0616062033	0.9778119779	0.9778119779	0.0616062033	0.0616062033
70	0.06152466647	0.9778119779	0.9778119779	0.06152466647	0.06152466647
71	0.06141168335	0.9778119779	0.9778119779	0.06141168335	0.06141168335
72	0.0613816993	0.9778119779	0.9778119779	0.0613816993	0.0613816993
73	0.0613130624	0.9778078629	0.9778078629	0.0613130624	0.0613130624
74	0.06122345157	0.9778078629	0.9778078629	0.06122345157	0.06122345157
75	0.06117771609	0.9778078629	0.9778078629	0.06117771609	0.06117771609
76	0.0611111333	0.9778078629	0.9778078629	0.0611111333	0.0611111333
77	0.06099243491	0.9778078629	0.9778078629	0.06099243491	0.06099243491
78	0.06092109692	0.9778078629	0.9778078629	0.06092109692	0.06092109692
79	0.0607910167	0.9778078629	0.9778078629	0.0607910167	0.0607910167
80	0.06072833823	0.9778078629	0.9778078629	0.06072833823	0.06072833823
81	0.06064278211	0.9778078629	0.9778078629	0.06064278211	0.06064278211
82	0.06059792899	0.9778078629	0.9778078629	0.06059792899	0.06059792899
83	0.06054447831	0.9778078629	0.9778078629	0.06054447831	0.06054447831
84	0.06047578813	0.9778078629	0.9778078629	0.06047578813	0.06047578813
85	0.06044035721	0.9778119779	0.9778119779	0.06044035721	0.06044035721
86	0.06040633334	0.9778119779	0.9778119779	0.06040633334	0.06040633334
87	0.06037737586	0.9778119779	0.9778119779	0.06037737586	0.06037737586
88	0.06034744175	0.9778119779	0.9778119779	0.06034744175	0.06034744175
89	0.06032702069	0.9778160929	0.9778160929	0.06032702069	0.06032702069
90	0.06029148377	0.9778160929	0.9778160929	0.06029148377	0.06029148377
91	0.0602636768	0.9778160929	0.9778160929	0.0602636768	0.0602636768
92	0.06022605675	0.9778119779	0.9778119779	0.06022605675	0.06022605675
93	0.06020601986	0.9778119779	0.9778119779	0.06020601986	0.06020601986
94	0.06017112243	0.9778119779	0.9778119779	0.06017112243	0.06017112243
95	0.06014158093	0.9778119779	0.9778119779	0.06014158093	0.06014158093
96	0.06012132303	0.9778160929	0.9778160929	0.06012132303	0.06012132303
97	0.06011096281	0.9778202079	0.9778202079	0.06011096281	0.06011096281
98	0.06008243323	0.9778160929	0.9778160929	0.06008243323	0.06008243323
99	0.06006831227	0.9778160929	0.9778160929	0.06006831227	0.06006831227
100	0.06004762954	0.9778243229	0.9778243229	0.06004762954	0.06004762954
101	0.06000093557	0.9778202079	0.9778202079	0.06000093557	0.06000093557
102	0.05997817819	0.9778243229	0.9778243229	0.05997817819	0.05997817819
103	0.05995409953	0.9778243229	0.9778243229	0.05995409953	0.05995409953
104	0.05992047499	0.9778243229	0.9778243229	0.05992047499	0.05992047499
105	0.05991111798	0.9778243229	0.9778243229	0.05991111798	0.05991111798
106	0.05989422426	0.9778243229	0.9778243229	0.05989422426	0.05989422426
107	0.0598850652	0.9778243229	0.9778243229	0.0598850652	0.0598850652
108	0.05984648892	0.9778243229	0.9778243229	0.05984648892	0.05984648892
109	0.05983698284	0.9778448978	0.9778448978	0.05983698284	0.05983698284
110	0.05983137139	0.9778448978	0.9778448978	0.05983137139	0.05983137139
111	0.05982086985	0.9778448978	0.9778448978	0.05982086985	0.05982086985
112	0.05981376722	0.9778448978	0.9778448978	0.05981376722	0.05981376722
113	0.05980970449	0.9778448978	0.9778448978	0.05980970449	0.05980970449
114	0.05980392254	0.9778448978	0.9778448978	0.05980392254	0.05980392254
115	0.05978912875	0.9778448978	0.9778448978	0.05978912875	0.05978912875
116	0.05978395217	0.9778407828	0.9778407828	0.05978395217	0.05978395217
117	0.05977600066	0.9778407828	0.9778407828	0.05977600066	0.05977600066
118	0.05976908549	0.9778407828	0.9778407828	0.05976908549	0.05976908549
119	0.05975746939	0.9778407828	0.9778407828	0.05975746939	0.05975746939
120	0.05975087369	0.9778448978	0.9778448978	0.05975087369	0.05975087369
121	0.05974562976	0.9778448978	0.9778448978	0.05974562976	0.05974562976
122	0.05973967081	0.9778448978	0.9778448978	0.05973967081	0.05973967081
123	0.05973767441	0.9778448978	0.9778448978	0.05973767441	0.05973767441
124	0.05972752917	0.9778448978	0.9778448978	0.05972752917	0.05972752917
125	0.05972312043	0.9778448978	0.9778448978	0.05972312043	0.05972312043
126	0.05971611855	0.9778613578	0.9778613578	0.05971611855	0.05971611855
127	0.05971169936	0.9778613578	0.9778613578	0.05971169936	0.05971169936
128	0.05968959141	0.9778613578	0.9778613578	0.05968959141	0.05968959141
129	0.05967830575	0.9778613578	0.9778613578	0.05967830575	0.05967830575
130	0.05967063739	0.9778613578	0.9778613578	0.05967063739	0.05967063739
131	0.05966630968	0.9778613578	0.9778613578	0.05966630968	0.05966630968
132	0.05966090136	0.9778613578	0.9778613578	0.05966090136	0.05966090136
133	0.0596458139	0.9778613578	0.9778613578	0.0596458139	0.0596458139
134	0.0596430212	0.9778613578	0.9778613578	0.0596430212	0.0596430212
135	0.05963729804	0.9778613578	0.9778613578	0.05963729804	0.05963729804
136	0.05962023802	0.9778613578	0.9778613578	0.05962023802	0.05962023802
137	0.05960758307	0.9778613578	0.9778613578	0.05960758307	0.05960758307
138	0.05959933762	0.9778572428	0.9778572428	0.05959933762	0.05959933762
139	0.05959629878	0.9778572428	0.9778572428	0.05959629878	0.05959629878
140	0.05959243513	0.9778572428	0.9778572428	0.05959243513	0.05959243513
141	0.05959026018	0.9778531278	0.9778531278	0.05959026018	0.05959026018
142	0.05958292106	0.9778531278	0.9778531278	0.05958292106	0.05958292106
143	0.05957397988	0.9778531278	0.9778531278	0.05957397988	0.05957397988
144	0.05957132279	0.9778572428	0.9778572428	0.05957132279	0.05957132279
145	0.05956310484	0.9778572428	0.9778572428	0.05956310484	0.05956310484
146	0.05954950227	0.9778572428	0.9778572428	0.05954950227	0.05954950227
147	0.05954678271	0.9778572428	0.9778572428	0.05954678271	0.05954678271
148	0.0595398936	0.9778531278	0.9778531278	0.0595398936	0.0595398936
149	0.05953550476	0.9778572428	0.9778572428	0.05953550476	0.05953550476
150	0.05952849043	0.9778572428	0.9778572428	0.05952849043	0.05952849043
151	0.05952653563	0.9778572428	0.9778572428	0.05952653563	0.05952653563
152	0.05952360024	0.9778572428	0.9778572428	0.05952360024	0.05952360024
153	0.05952058825	0.9778572428	0.9778572428	0.05952058825	0.05952058825
154	0.05951228416	0.9778572428	0.9778572428	0.05951228416	0.05951228416
155	0.05951021318	0.9778572428	0.9778572428	0.05951021318	0.05951021318
156	0.05950378482	0.9778572428	0.9778572428	0.05950378482	0.05950378482
157	0.05949953974	0.9778531278	0.9778531278	0.05949953974	0.05949953974
158	0.05949636116	0.9778572428	0.9778572428	0.05949636116	0.05949636116
159	0.05949121989	0.9778572428	0.9778572428	0.05949121989	0.05949121989
160	0.05948463184	0.9778572428	0.9778572428	0.05948463184	0.05948463184
161	0.05947844573	0.9778572428	0.9778572428	0.05947844573	0.05947844573
162	0.05947159388	0.9778572428	0.9778572428	0.05947159388	0.05947159388
163	0.05947026399	0.9778572428	0.9778572428	0.05947026399	0.05947026399
164	0.05946472914	0.9778572428	0.9778572428	0.05946472914	0.05946472914
165	0.05946271326	0.9778572428	0.9778572428	0.05946271326	0.05946271326
166	0.05946133029	0.9778572428	0.9778572428	0.05946133029	0.05946133029
167	0.05945906447	0.9778572428	0.9778572428	0.05945906447	0.05945906447
168	0.05945512079	0.9778572428	0.9778572428	0.05945512079	0.05945512079
169	0.05945085742	0.9778572428	0.9778572428	0.05945085742	0.05945085742
170	0.05944741095	0.9778572428	0.9778572428	0.05944741095	0.05944741095
171	0.05944557436	0.9778572428	0.9778572428	0.05944557436	0.05944557436
172	0.05944263668	0.9778572428	0.9778572428	0.05944263668	0.05944263668
173	0.05944097333	0.9778572428	0.9778572428	0.05944097333	0.05944097333
174	0.05943767055	0.9778572428	0.9778572428	0.05943767055	0.05943767055
175	0.0594334416	0.9778572428	0.9778572428	0.0594334416	0.0594334416
176	0.05943141789	0.9778572428	0.9778572428	0.05943141789	0.05943141789
177	0.05942037298	0.9778613578	0.9778613578	0.05942037298	0.05942037298
178	0.05941323154	0.9778613578	0.9778613578	0.05941323154	0.05941323154
179	0.0594104014	0.9778613578	0.9778613578	0.0594104014	0.0594104014
180	0.05940924078	0.9778613578	0.9778613578	0.05940924078	0.05940924078
181	0.05940525184	0.9778695878	0.9778695878	0.05940525184	0.05940525184
182	0.05940421864	0.9778695878	0.9778695878	0.05940421864	0.05940421864
183	0.05939938189	0.9778695878	0.9778695878	0.05939938189	0.05939938189
184	0.05939736833	0.9778695878	0.9778695878	0.05939736833	0.05939736833
185	0.05938470036	0.9778695878	0.9778695878	0.05938470036	0.05938470036
186	0.05938388812	0.9778695878	0.9778695878	0.05938388812	0.05938388812
187	0.05937926965	0.9778695878	0.9778695878	0.05937926965	0.05937926965
188	0.05937734247	0.9778695878	0.9778695878	0.05937734247	0.05937734247
189	0.05937471418	0.9778695878	0.9778695878	0.05937471418	0.05937471418
190	0.05937381464	0.9778695878	0.9778695878	0.05937381464	0.05937381464
191	0.05936726813	0.9778695878	0.9778695878	0.05936726813	0.05936726813
192	0.0593641697	0.9778695878	0.9778695878	0.0593641697	0.0593641697
193	0.05936301399	0.9778695878	0.9778695878	0.05936301399	0.05936301399
194	0.05936141568	0.9778695878	0.9778695878	0.05936141568	0.05936141568
195	0.05935896888	0.9778695878	0.9778695878	0.05935896888	0.05935896888
196	0.05935830021	0.9778695878	0.9778695878	0.05935830021	0.05935830021
197	0.05935442354	0.9778695878	0.9778695878	0.05935442354	0.05935442354
198	0.05935043966	0.9778695878	0.9778695878	0.05935043966	0.05935043966
199	0.05934934264	0.9778778177	0.9778778177	0.05934934264	0.05934934264
200	0.05933817323	0.9778778177	0.9778778177	0.05933817323	0.05933817323
201	0.05933067697	0.9778778177	0.9778778177	0.05933067697	0.05933067697
202	0.05932913299	0.9778942777	0.9778942777	0.05932913299	0.05932913299
203	0.05932557564	0.9778942777	0.9778942777	0.05932557564	0.05932557564
204	0.05932344089	0.9778942777	0.9778942777	0.05932344089	0.05932344089
205	0.05932200191	0.9778942777	0.9778942777	0.05932200191	0.05932200191
206	0.05931996296	0.9778942777	0.9778942777	0.05931996296	0.05931996296
207	0.05931304324	0.9778942777	0.9778942777	0.05931304324	0.05931304324
208	0.05931171309	0.9778942777	0.9778942777	0.05931171309	0.05931171309
209	0.05931043825	0.9778942777	0.9778942777	0.05931043825	0.05931043825
210	0.05931002908	0.9778942777	0.9778942777	0.05931002908	0.05931002908
211	0.0593088447	0.9778942777	0.9778942777	0.0593088447	0.0593088447
212	0.05930674545	0.9778942777	0.9778942777	0.05930674545	0.05930674545
213	0.05930596097	0.9778942777	0.9778942777	0.05930596097	0.05930596097
214	0.05930449112	0.9778942777	0.9778942777	0.05930449112	0.05930449112
215	0.05929583937	0.9778942777	0.9778942777	0.05929583937	0.05929583937
216	0.05928982969	0.9778942777	0.9778942777	0.05928982969	0.05928982969
217	0.05928838652	0.9778942777	0.9778942777	0.05928838652	0.05928838652
218	0.05928707683	0.9778942777	0.9778942777	0.05928707683	0.05928707683
219	0.05928011386	0.9778942777	0.9778942777	0.05928011386	0.05928011386
220	0.0592743551	0.9778942777	0.9778942777	0.0592743551	0.0592743551
221	0.05927338928	0.9778942777	0.9778942777	0.05927338928	0.05927338928
222	0.0592722307	0.9778942777	0.9778942777	0.0592722307	0.0592722307
223	0.05927006834	0.9778942777	0.9778942777	0.05927006834	0.05927006834
224	0.05926900748	0.9778942777	0.9778942777	0.05926900748	0.05926900748
225	0.05926083605	0.9778942777	0.9778942777	0.05926083605	0.05926083605
226	0.05925408913	0.9778942777	0.9778942777	0.05925408913	0.05925408913
227	0.05925294775	0.9779107377	0.9779107377	0.05925294775	0.05925294775
228	0.0592505283	0.9779107377	0.9779107377	0.0592505283	0.0592505283
229	0.05924915531	0.9779107377	0.9779107377	0.05924915531	0.05924915531
230	0.05924787882	0.9779107377	0.9779107377	0.05924787882	0.05924787882
231	0.05924716095	0.9779107377	0.9779107377	0.05924716095	0.05924716095
232	0.05924340853	0.9779148526	0.9779148526	0.05924340853	0.05924340853
233	0.05924119162	0.9779148526	0.9779148526	0.05924119162	0.05924119162
234	0.0592401553	0.9779148526	0.9779148526	0.0592401553	0.0592401553
235	0.05923879853	0.9779148526	0.9779148526	0.05923879853	0.05923879853
236	0.05923834348	0.9779148526	0.9779148526	0.05923834348	0.05923834348
237	0.05923724947	0.9779148526	0.9779148526	0.05923724947	0.05923724947
238	0.05923662522	0.9779189676	0.9779189676	0.05923662522	0.05923662522
239	0.05923572434	0.9779189676	0.9779189676	0.05923572434	0.05923572434
240	0.05923512662	0.9779189676	0.9779189676	0.05923512662	0.05923512662
241	0.05923326954	0.9779230826	0.9779230826	0.05923326954	0.05923326954
242	0.05923223242	0.9779230826	0.9779230826	0.05923223242	0.05923223242
243	0.05923189908	0.9779271976	0.9779271976	0.05923189908	0.05923189908
244	0.05923059106	0.9779313126	0.9779313126	0.05923059106	0.05923059106
245	0.05922991556	0.9779313126	0.9779313126	0.05922991556	0.05922991556
246	0.05922936415	0.9779313126	0.9779313126	0.05922936415	0.05922936415
247	0.05922803299	0.9779313126	0.9779313126	0.05922803299	0.05922803299
248	0.05922707312	0.9779313126	0.9779313126	0.05922707312	0.05922707312
249	0.05922633682	0.9779313126	0.9779313126	0.05922633682	0.05922633682
250	0.05922502949	0.9779313126	0.9779313126	0.05922502949	0.05922502949
251	0.05921989609	0.9779313126	0.9779313126	0.05921989609	0.05921989609
252	0.05921870581	0.9779313126	0.9779313126	0.05921870581	0.05921870581
253	0.05921812676	0.9779313126	0.9779313126	0.05921812676	0.05921812676
254	0.05921771144	0.9779313126	0.9779313126	0.05921771144	0.05921771144
255	0.0592161596	0.9779313126	0.9779313126	0.0592161596	0.0592161596
256	0.05921357847	0.9779313126	0.9779313126	0.05921357847	0.05921357847
257	0.05921279583	0.9779313126	0.9779313126	0.05921279583	0.05921279583
258	0.05921113693	0.9779313126	0.9779313126	0.05921113693	0.05921113693
259	0.05921083309	0.9779313126	0.9779313126	0.05921083309	0.05921083309
260	0.05921009154	0.9779313126	0.9779313126	0.05921009154	0.05921009154
261	0.05920959107	0.9779313126	0.9779313126	0.05920959107	0.05920959107
262	0.05920847096	0.9779313126	0.9779313126	0.05920847096	0.05920847096
263	0.05920555239	0.9779271976	0.9779271976	0.05920555239	0.05920555239
264	0.0592046629	0.9779271976	0.9779271976	0.0592046629	0.0592046629
265	0.05920409676	0.9779271976	0.9779271976	0.05920409676	0.05920409676
266	0.05920312936	0.9779271976	0.9779271976	0.05920312936	0.05920312936
267	0.05920258025	0.9779313126	0.9779313126	0.05920258025	0.05920258025
268	0.05920220269	0.9779313126	0.9779313126	0.05920220269	0.05920220269
269	0.05920185536	0.9779313126	0.9779313126	0.05920185536	0.05920185536
270	0.0592014575	0.9779313126	0.9779313126	0.0592014575	0.0592014575
271	0.05920084843	0.9779313126	0.9779313126	0.05920084843	0.05920084843
272	0.05920009155	0.9779313126	0.9779313126	0.05920009155	0.05920009155
273	0.05919940701	0.9779313126	0.9779313126	0.05919940701	0.05919940701
274	0.05919544855	0.9779313126	0.9779313126	0.05919544855	0.05919544855
275	0.05919493601	0.9779313126	0.9779313126	0.05919493601	0.05919493601
276	0.05919329994	0.9779313126	0.9779313126	0.05919329994	0.05919329994
277	0.05919166637	0.9779313126	0.9779313126	0.05919166637	0.05919166637
278	0.05919076705	0.9779313126	0.9779313126	0.05919076705	0.05919076705
279	0.05918509473	0.9779313126	0.9779313126	0.05918509473	0.05918509473
280	0.05918427316	0.9779313126	0.9779313126	0.05918427316	0.05918427316
281	0.05918318832	0.9779313126	0.9779313126	0.05918318832	0.05918318832
282	0.05918237984	0.9779313126	0.9779313126	0.05918237984	0.05918237984
283	0.05918156642	0.9779313126	0.9779313126	0.05918156642	0.05918156642
284	0.0591811033	0.9779313126	0.9779313126	0.0591811033	0.0591811033
285	0.05917675091	0.9779313126	0.9779313126	0.05917675091	0.05917675091
286	0.05917594586	0.9779313126	0.9779313126	0.05917594586	0.05917594586
287	0.05917547438	0.9779313126	0.9779313126	0.05917547438	0.05917547438
288	0.05917455732	0.9779313126	0.9779313126	0.05917455732	0.05917455732
289	0.05917317372	0.9779313126	0.9779313126	0.05917317372	0.05917317372
290	0.05917085301	0.9779313126	0.9779313126	0.05917085301	0.05917085301
291	0.05916451481	0.9779313126	0.9779313126	0.05916451481	0.05916451481
292	0.05916349669	0.9779354276	0.9779354276	0.05916349669	0.05916349669
293	0.05916248153	0.9779313126	0.9779313126	0.05916248153	0.05916248153
294	0.05916150249	0.9779313126	0.9779313126	0.05916150249	0.05916150249
295	0.0591610893	0.9779354276	0.9779354276	0.0591610893	0.0591610893
296	0.05915893577	0.9779354276	0.9779354276	0.05915893577	0.05915893577
297	0.05915507197	0.9779354276	0.9779354276	0.05915507197	0.05915507197
298	0.05915398207	0.9779313126	0.9779313126	0.05915398207	0.05915398207
299	0.05915373166	0.9779313126	0.9779313126	0.05915373166	0.05915373166
300	0.05915270128	0.9779354276	0.9779354276	0.05915270128	0.05915270128
301	0.05915228882	0.9779313126	0.9779313126	0.05915228882	0.05915228882
302	0.05914839074	0.9779354276	0.9779354276	0.05914839074	0.05914839074
303	0.05914442301	0.9779354276	0.9779354276	0.05914442301	0.05914442301
304	0.05914127854	0.9779354276	0.9779354276	0.05914127854	0.05914127854
305	0.05913944964	0.9779354276	0.9779354276	0.05913944964	0.05913944964
306	0.05913487254	0.9779354276	0.9779354276	0.05913487254	0.05913487254
307	0.05913449647	0.9779354276	0.9779354276	0.05913449647	0.05913449647
308	0.05913401181	0.9779354276	0.9779354276	0.05913401181	0.05913401181
309	0.05913281865	0.9779354276	0.9779354276	0.05913281865	0.05913281865
310	0.05913189099	0.9779354276	0.9779354276	0.05913189099	0.05913189099
311	0.05912834254	0.9779354276	0.9779354276	0.05912834254	0.05912834254
312	0.05912608947	0.9779354276	0.9779354276	0.05912608947	0.05912608947
313	0.05912561938	0.9779354276	0.9779354276	0.05912561938	0.05912561938
314	0.05912468397	0.9779354276	0.9779354276	0.05912468397	0.05912468397
315	0.05912430022	0.9779354276	0.9779354276	0.05912430022	0.05912430022
316	0.05912386564	0.9779354276	0.9779354276	0.05912386564	0.05912386564
317	0.05912128814	0.9779354276	0.9779354276	0.05912128814	0.05912128814
318	0.0591172215	0.9779354276	0.9779354276	0.0591172215	0.0591172215
319	0.05911639899	0.9779354276	0.9779354276	0.05911639899	0.05911639899
320	0.05911510099	0.9779354276	0.9779354276	0.05911510099	0.05911510099
321	0.05911403958	0.9779354276	0.9779354276	0.05911403958	0.05911403958
322	0.05911364686	0.9779354276	0.9779354276	0.05911364686	0.05911364686
323	0.059112917	0.9779354276	0.9779354276	0.059112917	0.059112917
324	0.05911267396	0.9779354276	0.9779354276	0.05911267396	0.05911267396
325	0.05911192717	0.9779354276	0.9779354276	0.05911192717	0.05911192717
326	0.05911162076	0.9779354276	0.9779354276	0.05911162076	0.05911162076
327	0.05911136487	0.9779354276	0.9779354276	0.05911136487	0.05911136487
328	0.05910979841	0.9779354276	0.9779354276	0.05910979841	0.05910979841
329	0.05910857035	0.9779354276	0.9779354276	0.05910857035	0.05910857035
330	0.05910813743	0.9779354276	0.9779354276	0.05910813743	0.05910813743
331	0.05910774235	0.9779354276	0.9779354276	0.05910774235	0.05910774235
332	0.05910690286	0.9779354276	0.9779354276	0.05910690286	0.05910690286
333	0.05910643157	0.9779354276	0.9779354276	0.05910643157	0.05910643157
334	0.05910447217	0.9779354276	0.9779354276	0.05910447217	0.05910447217
335	0.05910385399	0.9779354276	0.9779354276	0.05910385399	0.05910385399
336	0.05910343647	0.9779354276	0.9779354276	0.05910343647	0.05910343647
337	0.05910164683	0.9779354276	0.9779354276	0.05910164683	0.05910164683
338	0.05910131627	0.9779354276	0.9779354276	0.05910131627	0.05910131627
339	0.05910068272	0.9779354276	0.9779354276	0.05910068272	0.05910068272
340	0.05909739246	0.9779354276	0.9779354276	0.05909739246	0.05909739246
341	0.05909707848	0.9779354276	0.9779354276	0.05909707848	0.05909707848
342	0.05909610184	0.9779354276	0.9779354276	0.05909610184	0.05909610184
343	0.05909457446	0.9779395426	0.9779395426	0.05909457446	0.05909457446
344	0.05909409161	0.9779395426	0.9779395426	0.05909409161	0.05909409161
345	0.05909318229	0.9779395426	0.9779395426	0.05909318229	0.05909318229
346	0.05909190079	0.9779395426	0.9779395426	0.05909190079	0.05909190079
347	0.05909171809	0.9779395426	0.9779395426	0.05909171809	0.05909171809
348	0.05908851251	0.9779395426	0.9779395426	0.05908851251	0.05908851251
349	0.05908801952	0.9779395426	0.9779395426	0.05908801952	0.05908801952
350	0.05908590218	0.9779395426	0.9779395426	0.05908590218	0.05908590218
351	0.05908535831	0.9779395426	0.9779395426	0.05908535831	0.05908535831
352	0.05908237359	0.9779395426	0.9779395426	0.05908237359	0.05908237359
353	0.05908200822	0.9779354276	0.9779354276	0.05908200822	0.05908200822
354	0.05907976907	0.9779436576	0.9779436576	0.05907976907	0.05907976907
355	0.05907933766	0.9779395426	0.9779395426	0.05907933766	0.05907933766
356	0.05907680517	0.9779395426	0.9779395426	0.05907680517	0.05907680517
357	0.05907641063	0.9779395426	0.9779395426	0.05907641063	0.05907641063
358	0.05907608001	0.9779395426	0.9779395426	0.05907608001	0.05907608001
359	0.05907574299	0.9779395426	0.9779395426	0.05907574299	0.05907574299
360	0.05907544351	0.9779395426	0.9779395426	0.05907544351	0.05907544351
361	0.05907508128	0.9779395426	0.9779395426	0.05907508128	0.05907508128
362	0.05907246113	0.9779436576	0.9779436576	0.05907246113	0.05907246113
363	0.05907170201	0.9779436576	0.9779436576	0.05907170201	0.05907170201
364	0.05907005819	0.9779436576	0.9779436576	0.05907005819	0.05907005819
365	0.05906933895	0.9779395426	0.9779395426	0.05906933895	0.05906933895
366	0.05906885483	0.9779395426	0.9779395426	0.05906885483	0.05906885483
367	0.05906632589	0.9779395426	0.9779395426	0.05906632589	0.05906632589
368	0.05906541162	0.9779395426	0.9779395426	0.05906541162	0.05906541162
369	0.05906496084	0.9779395426	0.9779395426	0.05906496084	0.05906496084
370	0.05906309391	0.9779395426	0.9779395426	0.05906309391	0.05906309391
371	0.05906271328	0.9779395426	0.9779395426	0.05906271328	0.05906271328
372	0.05906236133	0.9779395426	0.9779395426	0.05906236133	0.05906236133
373	0.05906220526	0.9779395426	0.9779395426	0.05906220526	0.05906220526
374	0.05906193271	0.9779395426	0.9779395426	0.05906193271	0.05906193271
375	0.05906158508	0.9779395426	0.9779395426	0.05906158508	0.05906158508
376	0.05905997677	0.9779395426	0.9779395426	0.05905997677	0.05905997677
