iter	Passed	Remaining
212	44069	162827
213	44255	162547
214	44478	162396
215	44701	162249
216	44939	162154
217	45165	162017
218	45368	161791
219	45606	161694
220	45842	161590
221	46075	161472
222	46274	161233
223	46467	160974
224	46655	160703
225	46848	160445
226	47037	160175
227	47222	159892
228	47420	159655
229	47609	159386
230	47794	159108
231	47987	158854
232	48169	158567
233	48355	158292
234	48543	158025
235	48775	157900
236	49016	157803
237	49248	157678
238	49469	157516
239	49685	157335
240	49870	157059
241	50055	156784
242	50238	156503
243	50419	156218
244	50606	155950
245	50788	155667
246	50970	155388
247	51154	155112
248	51337	154836
249	51568	154704
250	51754	154437
251	51940	154172
252	52121	153891
253	52303	153616
254	52485	153340
255	52674	153085
256	52859	152820
257	53045	152556
258	53230	152292
259	53415	152028
260	53632	151854
261	53819	151598
262	54001	151328
263	54188	151070
264	54371	150803
265	54558	150547
266	54740	150280
267	54917	149998
268	55098	149729
269	55281	149464
270	55463	149199
271	55662	148978
272	55848	148724
273	56044	148498
274	56227	148236
275	56411	147976
276	56601	147736
277	56785	147479
278	56970	147224
279	57148	146952
280	57330	146691
281	57510	146426
282	57700	146188
283	57888	145944
284	58085	145724
285	58268	145467
286	58454	145219
287	58644	144983
288	58829	144732
289	59012	144478
290	59194	144222
291	59376	143967
292	59563	143724
293	59754	143492
294	59941	143249
295	60121	142990
296	60301	142734
297	60481	142476
298	60664	142226
299	60847	141977
300	61030	141728
301	61213	141480
302	61397	141234
303	61584	140996
304	61762	140737
305	61958	140521
306	62141	140273
307	62324	140027
308	62508	139784
309	62691	139538
310	62873	139292
311	63052	139039
312	63234	138792
313	63415	138545
314	63608	138322
315	63795	138088
316	63995	137883
317	64237	137767
318	64437	137559
319	64640	137360
320	64823	137119
321	65011	136887
322	65197	136651
323	65384	136420
324	65574	136193
325	65759	135957
326	65976	135786
327	66167	135563
328	66352	135327
329	66543	135104
330	66731	134873
331	66920	134647
332	67224	134651
333	67423	134444
334	67626	134242
335	67809	134004
336	67994	133769
337	68227	133629
338	68412	133394
339	68602	133169
340	68784	132929
341	68970	132696
342	69154	132462
343	69334	132219
344	69516	131981
345	69695	131737
346	69874	131493
347	70053	131249
348	70246	131032
349	70430	130799
350	70618	130573
351	70805	130347
352	70990	130116
353	71176	129887
354	71366	129665
355	71556	129444
356	71739	129211
357	71927	128986
358	72105	128746
359	72306	128544
360	72492	128318
361	72679	128091
362	72860	127856
363	73044	127626
364	73229	127398
365	73411	127167
366	73608	126958
367	73797	126738
368	73981	126510
369	74166	126282
370	74383	126110
371	74589	125920
372	74777	125697
373	74965	125477
374	75148	125247
375	75332	125020
376	75518	124796
377	75698	124562
378	75880	124332
379	76061	124100
380	76244	123872
381	76429	123647
382	76668	123510
383	76854	123286
384	77045	123072
385	77231	122850
386	77416	122625
387	77605	122408
388	77787	122180
389	77970	121953
390	78150	121723
391	78329	121491
392	78523	121281
393	78719	121076
394	78908	120859
395	79097	120643
396	79281	120419
397	79465	120196
398	79651	119976
399	79836	119754
400	80021	119533
401	80206	119311
402	80390	119089
403	80577	118872
404	80805	118714
405	80987	118489
406	81166	118260
407	81349	118036
408	81533	117815
409	81714	117589
410	81903	117374
411	82086	117151
412	82265	116924
413	82447	116700
414	82634	116484
415	82830	116281
416	83015	116062
417	83197	115839
418	83379	115616
419	83570	115406
420	83753	115185
421	83932	114960
422	84115	114738
423	84295	114514
424	84484	114303
425	84667	114082
426	84858	113873
427	85049	113663
428	85232	113444
429	85417	113228
430	85609	113021
431	85791	112800
432	85975	112582
433	86154	112357
434	86337	112140
435	86573	111989
436	86825	111859
437	87090	111746
438	87324	111591
439	87557	111436
440	87777	111264
441	87995	111089
442	88206	110905
443	88423	110728
444	88660	110576
445	88894	110420
446	89165	110310
447	89413	110170
448	89663	110032
449	89927	109911
450	90162	109754
451	90403	109604
452	90650	109460
453	90904	109325
454	91158	109190
455	91406	109046
456	91665	108915
457	91911	108768
458	92163	108628
459	92419	108492
460	92671	108351
461	92923	108209
462	93170	108061
463	93401	107895
464	93640	107736
465	93880	107579
466	94077	107373
467	94252	107141
468	94431	106915
469	94618	106697
470	94803	106477
471	94988	106258
472	95187	106054
473	95375	105839
474	95562	105621
475	95744	105399
476	95924	105174
477	96107	104954
478	96290	104733
479	96474	104513
480	96653	104289
481	96833	104066
482	97013	103842
483	97197	103623
484	97392	103416
485	97577	103198
486	97754	102973
487	97936	102753
488	98117	102531
489	98300	102312
490	98497	102107
491	98679	101888
492	98862	101670
493	99047	101453
494	99228	101233
495	99424	101028
496	99609	100811
497	99787	100589
498	99968	100368
499	100146	100146
500	100324	99923
501	100507	99706
502	100685	99484
503	100870	99269
504	101046	99045
505	101229	98829
506	101427	98627
507	101609	98409
508	101791	98191
509	101971	97972
510	102153	97755
511	102340	97543
512	102522	97326
513	102710	97115
514	102898	96904
515	103081	96688
516	103268	96476
517	103482	96290
518	103665	96075
519	103850	95861
520	104031	95645
521	104215	95431
522	104396	95214
523	104587	95007
524	104773	94794
525	104957	94581
526	105138	94365
527	105320	94150
528	105515	93946
529	105702	93736
530	105886	93522
531	106075	93314
532	106260	93102
533	106446	92891
534	106630	92678
535	106818	92470
536	107003	92258
537	107192	92049
538	107374	91835
539	107568	91632
540	107758	91425
541	107943	91214
542	108129	91004
543	108314	90792
544	108510	90590
545	108697	90382
546	108880	90169
547	109062	89956
548	109245	89744
549	109437	89540
550	109632	89337
551	109823	89131
552	110007	88920
553	110189	88708
554	110376	88500
555	110566	88294
556	110758	88089
557	110946	87882
558	111129	87670
559	111312	87460
560	111496	87249
561	111685	87043
562	111875	86837
563	112059	86627
564	112243	86417
565	112430	86210
566	112613	85999
567	112799	85791
568	112985	85582
569	113172	85375
570	113360	85169
571	113545	84960
572	113735	84755
573	113930	84554
574	114113	84344
575	114294	84133
576	114478	83924
577	114659	83712
578	114839	83501
579	115020	83290
580	115202	83080
581	115391	82875
582	115577	82668
583	115760	82459
584	115963	82264
585	116145	82055
586	116330	81847
587	116517	81641
588	116704	81435
589	116890	81229
590	117075	81021
591	117257	80812
592	117443	80606
593	117627	80398
594	117808	80189
595	118002	79988
596	118186	79781
597	118374	79576
598	118560	79370
599	118739	79159
600	118916	78948
601	119095	78737
602	119278	78530
603	119467	78326
604	119653	78121
605	119839	77915
606	120038	77718
607	120221	77511
608	120408	77306
609	120593	77101
610	120779	76895
611	120963	76689
612	121145	76481
613	121329	76275
614	121516	76071
615	121698	75863
616	121880	75656
617	122077	75459
618	122260	75252
619	122446	75048
620	122630	74842
621	122813	74635
622	122993	74427
623	123174	74220
624	123363	74017
625	123551	73814
626	123736	73610
627	123920	73405
628	124148	73225
629	124334	73022
630	124527	72821
631	124790	72662
632	125031	72490
633	125226	72291
634	125414	72088
635	125539	71849
636	125720	71643
637	125900	71435
638	126083	71230
639	126313	71051
640	126509	70853
641	126697	70650
642	126882	70446
643	127061	70239
644	127246	70034
645	127436	69833
646	127621	69629
647	127805	69425
648	127987	69219
649	128169	69014
650	128368	68818
651	128560	68618
652	128743	68413
653	128922	68206
654	129103	68001
655	129286	67796
656	129468	67591
657	129648	67385
658	129829	67180
659	130008	66973
660	130189	66769
661	130376	66566
662	130569	66367
663	130755	66165
664	130935	65959
665	131118	65756
666	131304	65553
667	131490	65351
668	131674	65148
669	131858	64945
670	132040	64740
671	132220	64535
672	132409	64335
673	132607	64139
674	132794	63938
675	132979	63735
676	133160	63531
677	133343	63328
678	133528	63125
679	133711	62923
680	133900	62722
681	134084	62520
682	134266	62317
683	134454	62116
684	134653	61921
685	134837	61718
686	135017	61514
687	135200	61311
688	135385	61110
689	135567	60907
690	135748	60703
691	135931	60501
692	136117	60300
693	136300	60098
694	136490	59898
695	136688	59703
696	136876	59503
697	137058	59300
698	137242	59098
699	137427	58897
700	137614	58696
701	137797	58495
702	137975	58291
703	138156	58088
704	138438	57927
705	138664	57744
706	138848	57542
707	139025	57338
708	139203	57134
709	139388	56933
710	139568	56730
711	139750	56528
712	139927	56324
713	140108	56121
714	140291	55920
715	140478	55720
716	140663	55519
717	140855	55322
718	141033	55118
719	141213	54916
720	141396	54715
721	141574	54512
722	141754	54309
723	141933	54107
724	142115	53905
725	142296	53704
726	142483	53504
727	142669	53305
728	142866	53109
729	143048	52908
730	143232	52707
731	143424	52510
732	143605	52309
733	143789	52108
734	143972	51908
735	144155	51708
736	144339	51507
737	144522	51307
738	144706	51107
739	144901	50911
740	145079	50709
741	145255	50506
742	145443	50308
743	145626	50108
744	145807	49907
745	145990	49707
746	146176	49508
747	146363	49309
748	146548	49110
749	146735	48911
750	146934	48717
751	147126	48520
752	147410	48353
753	147584	48150
754	147785	47956
755	148056	47785
756	148263	47593
757	148449	47394
758	148632	47194
759	148811	46993
760	149008	46797
761	149192	46598
762	149378	46399
763	149560	46199
764	149740	45998
765	149923	45799
766	150105	45599
767	150285	45398
768	150474	45200
769	150656	45001
770	150839	44801
771	151030	44605
772	151214	44405
773	151399	44207
774	151582	44007
775	151766	43808
776	151946	43608
777	152128	43409
778	152314	43211
779	152502	43013
780	152714	42822
781	152926	42631
782	153192	42455
783	153427	42270
784	153632	42077
785	153841	41885
786	154052	41693
787	154256	41500
788	154486	41313
789	154726	41129
790	154936	40937
791	155184	40755
792	155432	40573
793	155678	40390
794	155904	40201
795	156144	40016
796	156384	39832
797	156609	39643
798	156815	39449
799	157054	39263
800	157334	39088
801	157583	38904
802	157832	38720
803	158070	38534
804	158310	38348
805	158552	38162
806	158778	37973
807	158989	37779
808	159210	37588
809	159453	37402
810	159686	37214
811	159899	37021
812	160116	36828
813	160350	36640
814	160591	36453
815	160843	36268
816	161077	36079
817	161324	35893
818	161574	35708
819	161756	35507
820	161933	35305
821	162112	35104
822	162296	34904
823	162477	34703
824	162661	34503
825	162845	34303
826	163027	34103
827	163214	33904
828	163396	33704
829	163592	33506
830	163778	33307
831	163961	33107
832	164140	32906
833	164329	32708
834	164510	32508
835	164692	32308
836	164873	32107
837	165055	31908
838	165243	31709
839	165426	31509
840	165623	31312
841	165801	31112
842	165981	30912
843	166162	30712
844	166353	30514
845	166537	30315
846	166728	30117
847	166914	29918
848	167099	29719
849	167286	29521
850	167469	29321
851	167664	29124
852	167846	28925
853	168028	28726
854	168215	28527
855	168401	28329
856	168583	28129
857	168766	27931
858	168943	27731
859	169123	27531
860	169307	27333
861	169490	27134
862	169687	26937
863	169867	26738
864	170050	26539
865	170233	26341
866	170414	26142
867	170598	25943
868	170775	25744
869	170950	25544
870	171136	25346
871	171326	25148
872	171505	24949
873	171694	24752
874	171883	24554
875	172060	24355
876	172245	24157
877	172430	23959
878	172614	23761
879	172801	23563
880	172984	23365
881	173170	23167
882	173358	22970
883	173542	22772
884	173724	22574
885	173914	22377
886	174100	22179
887	174285	21982
888	174463	21783
889	174645	21585
890	174824	21387
891	175004	21188
892	175179	20990
893	175351	20791
894	175533	20593
895	175715	20395
896	175913	20199
897	176097	20002
898	176285	19805
899	176468	19607
900	176655	19410
901	176841	19213
902	177028	19016
903	177219	18819
904	177401	18622
905	177586	18425
906	177766	18227
907	177968	18032
908	178147	17834
909	178336	17637
910	178521	17440
911	178703	17243
912	178883	17045
913	179066	16848
914	179253	16651
915	179411	16452
916	179578	16254
917	179762	16057
918	179958	15861
919	180137	15664
920	180320	15467
921	180495	15269
922	180671	15072
923	180856	14875
924	181037	14678
925	181220	14482
926	181402	14285
927	181589	14088
928	181776	13892
929	181970	13696
930	182161	13500
931	182351	13304
932	182534	13108
933	182714	12911
934	182894	12714
935	183076	12518
936	183268	12322
937	183455	12126
938	183639	11929
939	183824	11733
940	184018	11537
941	184217	11342
942	184404	11146
943	184595	10950
944	184806	10755
945	184992	10559
946	185191	10364
947	185369	10167
948	185551	9971
949	185761	9776
950	186002	9583
951	186235	9390
952	186415	9193
953	186598	8997
954	186778	8801
955	186961	8604
956	187148	8408
957	187336	8213
958	187517	8016
959	187699	7820
960	187882	7624
961	188066	7428
962	188274	7233
963	188462	7038
964	188652	6842
965	188837	6646
966	189019	6450
967	189208	6254
968	189392	6059
969	189573	5863
970	189829	5669
971	190032	5474
972	190237	5278
973	190418	5083
974	190602	4887
975	190785	4691
976	190972	4495
977	191159	4300
978	191389	4105
979	191636	3910
980	191838	3715
981	192025	3519
982	192212	3324
983	192405	3128
984	192585	2932
985	192769	2737
986	192950	2541
987	193135	2345
988	193324	2150
989	193511	1954
990	193698	1759
991	193885	1563
992	194070	1368
993	194259	1172
994	194457	977
995	194640	781
996	194821	586
997	195005	390
998	195195	195
999	195381	0
